id,firstName,lastName,gender,dateOfBirth,yearArrivedInUS,countryOfBirth,citizenship,languageSpokenAtHome,priorEducation,basisForAdmission,enrollmentYear,programCompleted,completionYear,fieldOfEducation,sat,toefl,gmat,gre,graduateLevel,gpa,typeOfAttendence,modeOfAttendance,tempAddress,permanentAddress,equity,course
725,Yuanjie,Pang ,Female,1/1/1987,2011,China,China,Chinese,Bachelor,Awards,2011,Completed,2015,Science,N/A,119,N/A,332,Postgraduate,3.4,Full-time,internal,"10 Brickson Park Park, Pittsburgh, PA","10 Brickson Park Park, Pittsburgh, PA",Low-income,M.S. in Algorithms
726,Yeyuan,Xiao ,Male,11/28/1990,2011,China,China,Chinese,Master,Others,2011,Completed,2015,Science,N/A,109,N/A,335,Postgraduate,3.2,Full-time,internal,"27 Talmadge Junction, Pittsburgh, PA","27 Talmadge Junction, Pittsburgh, PA",N/A,M. of Software Engineering
727,Fang,Wu ,Male,9/9/1988,2011,China,China,Chinese,Master,Academic excellence,2011,Completed,2013,Science,2200,120,N/A,332,Undergraduate,3.6,Full-time,internal,"48148 Crescent Oaks Drive, Pittsburgh, PA","48148 Crescent Oaks Drive, Pittsburgh, PA",Disability,B.S. in Biological Sciences
728,Hui,Zhang ,Female,5/21/1993,2007,China,China,Chinese,Bachelor,GMAT/GRE,2011,Completed,2015,Science,2190,100,N/A,325,Undergraduate,4,Full-time,internal,"9283 Shoshone Way, Pittsburgh, PA","9283 Shoshone Way, Pittsburgh, PA",N/A,B.S. in Biological Sciences
729,Qingning,Zeng ,Female,5/3/1991,2011,China,China,Chinese,Bachelor,GMAT/GRE,2011,Completed,2013,Science,N/A,96,N/A,331,Postgraduate,3.1,Full-time,internal,"6740 Elmside Court, Pittsburgh, PA","6740 Elmside Court, Pittsburgh, PA",N/A,M.S. in Machine Learning
730,Guang,Yang ,Male,8/22/1985,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2012,Science,2280,98,N/A,339,Undergraduate,3,Full-time,multi-modal,"973 American Trail, Pittsburgh, PA","973 American Trail, Pittsburgh, PA",N/A,B.S. in Chemistry
731,Yu,Sun ,Male,8/18/1990,2010,China,China,Chinese,Bachelor,Skills,2010,Completed,2014,Engineering,2280,116,N/A,331,Undergraduate,3.5,Full-time,multi-modal,"1077 Loomis Alley, Pittsburgh, PA","1077 Loomis Alley, Pittsburgh, PA",N/A,B.S. in Electrical and Computer Engineering
732,Xuekui,Zhang ,Male,10/2/1993,2011,China,China,Chinese,Bachelor,Industrial Experiences,2011,Completed,2015,Business,N/A,103,750,N/A,Postgraduate,3.2,Full-time,internal,"67 Division Road, Pittsburgh, PA","67 Division Road, Pittsburgh, PA",N/A,M. of Statistical Practices
733,Fang,Wang ,Female,9/23/1985,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2012,Engineering,2190,93,N/A,328,Undergraduate,3.4,Full-time,internal,"7627 Amoth Pass, Pittsburgh, PA","7627 Amoth Pass, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
734,Zheng,Yang ,Female,10/3/1987,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Engineering,2160,101,N/A,331,Undergraduate,3.5,Full-time,internal,"8 Sauthoff Crossing, Pittsburgh, PA","8 Sauthoff Crossing, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
735,Daming,Zhu ,Male,9/12/1986,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2013,Engineering,2260,108,N/A,335,Undergraduate,3.7,Full-time,internal,"8 Ryan Avenue, Pittsburgh, PA","8 Ryan Avenue, Pittsburgh, PA",N/A,B.S. in Chemical Engineering
736,Lin,Wang ,Female,5/11/1988,2007,China,China,Chinese,Bachelor,Others,2010,Completed,2014,Engineering,2220,108,N/A,330,Undergraduate,3.7,Full-time,multi-modal,"22 Prairieview Way, Pittsburgh, PA","22 Prairieview Way, Pittsburgh, PA",N/A,B.S. in Mechanical Engineering
737,Luyang,Yuan ,Female,1/6/1986,2011,China,China,Chinese,Master,GMAT/GRE,2011,Completed,2013,Science,2350,117,N/A,336,Undergraduate,3.1,Full-time,multi-modal,"9606 Scofield Pass, Pittsburgh, PA","9606 Scofield Pass, Pittsburgh, PA",N/A,B.S. in Biological Sciences
738,Dajiang,Zhou ,Male,9/13/1989,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Science,2220,98,N/A,340,Undergraduate,3.7,Full-time,internal,"79 Scott Alley, Pittsburgh, PA","79 Scott Alley, Pittsburgh, PA",N/A,B.S. in Biological Sciences
739,Zhiguo,Bao ,Male,7/30/1994,2010,China,China,Chinese,Master,Industrial Experiences,2010,Completed,2014,Engineering,2080,106,N/A,336,Undergraduate,3.4,Full-time,multi-modal,"3551 4th Parkway, Pittsburgh, PA","3551 4th Parkway, Pittsburgh, PA",N/A,B.S. in Music and Technology
740,Jiehui,Chen ,Male,8/28/1987,2011,China,China,Chinese,Bachelor,Skills,2011,Completed,2013,Engineering,2220,115,N/A,329,Undergraduate,3.5,Full-time,internal,"4105 Swallow Road, Pittsburgh, PA","4105 Swallow Road, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
741,Pengyu,Guan ,Male,8/10/1989,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Science,2200,118,N/A,340,Undergraduate,3.1,Full-time,internal,"7873 Ridgeview Street, Pittsburgh, PA","7873 Ridgeview Street, Pittsburgh, PA",N/A,B.S. in Computer Science
742,Yuan,Zhang ,Male,9/30/1987,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Science,N/A,118,N/A,340,Postgraduate,3.5,Full-time,internal,"4 Lillian Place, Pittsburgh, PA","4 Lillian Place, Pittsburgh, PA",N/A,M.S. in Information Technology
743,Xin,Liu ,Male,12/8/1994,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Science,N/A,100,N/A,327,Postgraduate,3.3,Full-time,internal,"48745 Prentice Trail, Pittsburgh, PA","48745 Prentice Trail, Pittsburgh, PA",N/A,M.S. in Machine Learning
744,Yuexing,Han ,Female,7/1/1989,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Science,2130,116,N/A,340,Undergraduate,3.1,Full-time,internal,"6138 Burrows Terrace, Pittsburgh, PA","6138 Burrows Terrace, Pittsburgh, PA",N/A,B.S. in Computer Science
745,Linsheng,Liu ,Female,2/15/1987,2011,China,China,Chinese,Bachelor,Awards,2011,Completed,2015,Engineering,N/A,104,N/A,330,Postgraduate,4,Full-time,internal,"51 Glacier Hill Circle, Pittsburgh, PA","51 Glacier Hill Circle, Pittsburgh, PA",N/A,M.S. in Chemical Engineering
746,Yuhua,Zhang ,Female,4/24/1991,2006,China,China,Chinese,Bachelor,Awards,2011,Completed,2013,Engineering,2220,103,N/A,329,Undergraduate,3.6,Full-time,internal,"4 Mosinee Junction, Pittsburgh, PA","4 Mosinee Junction, Pittsburgh, PA",N/A,B.S. in Civil Engineering
747,Huibo,Zhang ,Male,6/28/1988,2007,China,China,Chinese,Bachelor,Industrial Experiences,2010,Completed,2014,Science,N/A,102,N/A,326,Postgraduate,3.5,Full-time,multi-modal,"3 Annamark Parkway, Pittsburgh, PA","3 Annamark Parkway, Pittsburgh, PA",N/A,M. of Software Engineering
748,Jiachun,Yang ,Male,6/21/1994,2010,China,China,Chinese,Bachelor,Skills,2010,Completed,2012,Science,N/A,120,N/A,336,Postgraduate,3.3,Full-time,multi-modal,"1 Merry Trail, Pittsburgh, PA","1 Merry Trail, Pittsburgh, PA",N/A,M.S. in Information Security Technology and Management
749,Huijun,Zhang ,Female,6/21/1993,2011,China,China,Chinese,Bachelor,GMAT/GRE,2011,Completed,2013,Business,N/A,96,750,N/A,Postgraduate,3.4,Full-time,internal,"613 Anhalt Parkway, Pittsburgh, PA","613 Anhalt Parkway, Pittsburgh, PA",N/A,M. of Arts Management
750,Hua,Zhu ,Female,5/10/1992,2011,China,China,Chinese,Master,Awards,2011,Completed,2013,Science,N/A,117,N/A,336,Postgraduate,4,Full-time,internal,"4 Lighthouse Bay Crossing, Pittsburgh, PA","4 Lighthouse Bay Crossing, Pittsburgh, PA",N/A,M.S. in Algorithms
751,Haijun,Li ,Female,12/7/1994,2006,China,China,Chinese,Bachelor,Skills,2011,Completed,2013,Science,2350,101,N/A,335,Undergraduate,3.6,Full-time,internal,"73 Porter Terrace, Pittsburgh, PA","73 Porter Terrace, Pittsburgh, PA",N/A,B.S. in Chemistry
752,Liang,Yin ,Male,6/23/1994,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2012,Business,N/A,105,770,N/A,Postgraduate,3.5,Full-time,internal,"18882 Quincy Terrace, Pittsburgh, PA","18882 Quincy Terrace, Pittsburgh, PA",N/A,M.A. in Professional Writing
753,Shiliang,hi ,Female,12/15/1993,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Science,2310,109,N/A,336,Undergraduate,3.6,Full-time,multi-modal,"70850 Golf Parkway, Pittsburgh, PA","70850 Golf Parkway, Pittsburgh, PA",N/A,B.S. in Physics
754,Enyang,Wang ,Female,8/13/1986,2010,China,China,Chinese,Bachelor,Skills,2010,Completed,2014,Science,N/A,97,N/A,331,Postgraduate,3.2,Full-time,multi-modal,"213 Mosinee Place, Pittsburgh, PA","213 Mosinee Place, Pittsburgh, PA",N/A,M.S. in Computational Finance
755,Haiwei,Dong ,Female,8/17/1990,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Engineering,2180,103,N/A,335,Undergraduate,3.9,Full-time,internal,"11 Ludington Court, Pittsburgh, PA","11 Ludington Court, Pittsburgh, PA",N/A,B.S. in Mechanical Engineering
756,Benhui,Chen ,Male,10/7/1989,2008,China,China,Chinese,Bachelor,Awards,2010,Dropped,N/A,Science,N/A,111,N/A,330,Postgraduate,2.2,Full-time,internal,"466 Darwin Way, Pittsburgh, PA","466 Darwin Way, Pittsburgh, PA",N/A,M.S. in Computer Science
757,Zhenhua,Xing ,Female,1/31/1992,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Business,N/A,112,780,N/A,Postgraduate,3.2,Full-time,internal,"3213 Vidon Circle, Pittsburgh, PA","3213 Vidon Circle, Pittsburgh, PA",N/A,M.S. in Behavioral Decision Research
758,Peng,Shen ,Male,9/15/1988,2008,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Business,2210,118,770,N/A,Undergraduate,3.5,Full-time,internal,"6395 Susan Alley, Pittsburgh, PA","6395 Susan Alley, Pittsburgh, PA",N/A,B.A. in English
759,Zhanghui,Lu ,Male,1/2/1990,2005,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Engineering,2120,101,N/A,340,Undergraduate,3.3,Part-time,internal,"04 Hanson Center, Pittsburgh, PA","04 Hanson Center, Pittsburgh, PA",Low-income,B.S. in Mechanical Engineering
760,Lu,Zhou ,Female,6/19/1986,2011,China,China,Chinese,Bachelor,Others,2011,Completed,2013,Science,N/A,115,N/A,339,Postgraduate,3,Full-time,internal,"40196 Arapahoe Trail, Pittsburgh, PA","40196 Arapahoe Trail, Pittsburgh, PA",N/A,M.S. in Machine Learning
761,Qingfu,Sun ,Male,5/23/1989,2011,China,China,Chinese,Master,Academic excellence,2011,Completed,2013,Engineering,N/A,116,N/A,327,Postgraduate,3.7,Full-time,internal,"2 Macpherson Crossing, Pittsburgh, PA","2 Macpherson Crossing, Pittsburgh, PA",N/A,M.S. in Environmental Engineering
762,Wei,Weng ,Female,12/11/1989,2010,China,China,Chinese,Bachelor,Skills,2010,Completed,2012,Business,2250,95,730,N/A,Undergraduate,3.4,Full-time,multi-modal,"5410 Talmadge Trail, Pittsburgh, PA","5410 Talmadge Trail, Pittsburgh, PA",N/A,B.S. in Policy and Management
763,Guogang,Zhang ,Female,2/12/1990,2011,China,China,Chinese,Bachelor,Skills,2011,Completed,2015,Science,2170,108,N/A,337,Undergraduate,3.2,Full-time,internal,"0229 Forster Plaza, Pittsburgh, PA","0229 Forster Plaza, Pittsburgh, PA",N/A,B.S. in Chemistry
764,Jian,Zu ,Male,11/1/1990,2006,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2012,Science,N/A,95,N/A,335,Postgraduate,3.3,Full-time,internal,"32186 Westridge Court, Pittsburgh, PA","32186 Westridge Court, Pittsburgh, PA",N/A,M.S. in Machine Learning
765,Gang,Ma ,Female,1/22/1992,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Engineering,N/A,119,N/A,337,Postgraduate,3.1,Full-time,internal,"28662 Coolidge Plaza, Pittsburgh, PA","28662 Coolidge Plaza, Pittsburgh, PA",N/A,M.S. in Biomedical Engineering
766,Hongqiong,Zhao ,Male,4/30/1985,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2013,Science,2260,101,N/A,328,Undergraduate,3.5,Full-time,internal,"4744 Schmedeman Street, Pittsburgh, PA","4744 Schmedeman Street, Pittsburgh, PA",N/A,B.S. in Computer Science
767,Xinli,Zhao ,Male,1/25/1986,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Science,N/A,107,N/A,337,Postgraduate,3.6,Full-time,internal,"61342 Mifflin Pass, Pittsburgh, PA","61342 Mifflin Pass, Pittsburgh, PA",N/A,M.S. in Machine Learning
768,Maoqing,Tong ,Female,7/6/1993,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Engineering,2210,108,N/A,337,Undergraduate,3.3,Full-time,multi-modal,"10 Colorado Circle, Pittsburgh, PA","10 Colorado Circle, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
769,Min,Liu ,Male,5/15/1988,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2013,Science,N/A,95,N/A,334,Postgraduate,4.1,Full-time,internal,"24897 6th Parkway, Pittsburgh, PA","24897 6th Parkway, Pittsburgh, PA",N/A,M. of Software Engineering
770,Zhibo,Ge ,Male,7/4/1991,2011,China,China,Chinese,Bachelor,Awards,2011,Completed,2013,Engineering,N/A,110,N/A,336,Postgraduate,3.3,Full-time,internal,"9444 Dakota Pass, Pittsburgh, PA","9444 Dakota Pass, Pittsburgh, PA",N/A,M.S. in Computational Mechanics
771,Fei,Wang ,Male,10/7/1992,2007,China,China,Chinese,Bachelor,Others,2010,Completed,2012,Engineering,N/A,102,N/A,333,Postgraduate,3.2,Full-time,internal,"078 Bunker Hill Avenue, Pittsburgh, PA","078 Bunker Hill Avenue, Pittsburgh, PA",N/A,M.S. in Civil Engineering
772,Shuang,Wu ,Male,12/20/1994,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2012,Engineering,N/A,110,N/A,327,Postgraduate,3.1,Full-time,internal,"94565 Monterey Parkway, Pittsburgh, PA","94565 Monterey Parkway, Pittsburgh, PA",N/A,M.S. in Biomedical Engineering
773,Huilian,Shen ,Female,8/1/1994,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2014,Business,2080,118,700,N/A,Undergraduate,3.9,Full-time,internal,"2040 Pepper Wood Way, Pittsburgh, PA","2040 Pepper Wood Way, Pittsburgh, PA",N/A,B.S. in Statistics
774,Wentao,Zhang ,Male,6/28/1990,2010,China,China,Chinese,Master,GMAT/GRE,2010,Completed,2014,Engineering,N/A,98,N/A,339,Postgraduate,3.4,Part-time,internal,"36 Utah Junction, Pittsburgh, PA","36 Utah Junction, Pittsburgh, PA",N/A,M.S. in Mechanical Engineering
775,Boshi,Jin ,Female,9/14/1993,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Business,N/A,120,690,N/A,Postgraduate,3.4,Full-time,internal,"7 Menomonie Lane, Pittsburgh, PA","7 Menomonie Lane, Pittsburgh, PA",N/A,M. of Statistical Practices
776,Donghua,Li ,Female,10/5/1989,2010,China,China,Chinese,Bachelor,GMAT/GRE,2010,Completed,2014,Engineering,2310,102,N/A,338,Undergraduate,3.8,Full-time,internal,"8 Derek Park, Pittsburgh, PA","8 Derek Park, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
777,Tian,Ding ,Male,5/28/1989,2010,China,China,Chinese,Bachelor,Industrial Experiences,2010,Completed,2012,Science,2110,107,N/A,332,Undergraduate,3.7,Full-time,multi-modal,"98190 Loftsgordon Street, Pittsburgh, PA","98190 Loftsgordon Street, Pittsburgh, PA",N/A,B.S. in Biological Sciences
778,Yi,Chen ,Female,2/27/1985,2010,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2012,Business,2330,95,760,N/A,Undergraduate,3.9,Full-time,internal,"88724 Buena Vista Crossing, Pittsburgh, PA","88724 Buena Vista Crossing, Pittsburgh, PA",N/A,B.S. in Economics
779,Jian,Li ,Male,5/18/1989,2009,China,China,Chinese,Master,Industrial Experiences,2010,Completed,2012,Engineering,2230,118,N/A,326,Undergraduate,3.5,Full-time,internal,"499 Bayside Court, Pittsburgh, PA","499 Bayside Court, Pittsburgh, PA",N/A,B.S. in Electrical and Computer Engineering
780,Guanghui,Gao ,Female,10/13/1994,2010,China,China,Chinese,Bachelor,GMAT/GRE,2010,Completed,2012,Engineering,N/A,119,N/A,325,Postgraduate,3.6,Full-time,internal,"5942 Shasta Circle, Pittsburgh, PA","5942 Shasta Circle, Pittsburgh, PA",N/A,M.S. in Environmental Management and Science
781,Wentao,Xu ,Male,6/30/1985,2011,China,China,Chinese,Bachelor,GMAT/GRE,2011,Completed,2015,Business,2120,118,760,N/A,Undergraduate,3.8,Part-time,internal,"8337 Riverside Way, Pittsburgh, PA","8337 Riverside Way, Pittsburgh, PA",N/A,B.A. in Creative Writing
782,Wentao,Bi ,Female,6/15/1992,2010,China,China,Chinese,Bachelor,Industrial Experiences,2010,Completed,2012,Business,2130,107,750,N/A,Undergraduate,3.8,Full-time,internal,"1 Morningstar Street, Pittsburgh, PA","1 Morningstar Street, Pittsburgh, PA",Low-income,B.A. in Creative Writing
783,Minglei,Tian ,Male,9/17/1989,2011,China,China,Chinese,Bachelor,GMAT/GRE,2011,Completed,2015,Science,2170,92,N/A,331,Undergraduate,3.6,Full-time,internal,"56331 North Place, Pittsburgh, PA","56331 North Place, Pittsburgh, PA",N/A,B.S. in Biological Sciences
784,Fei,Liu ,Female,11/24/1993,2005,China,China,Chinese,Bachelor,GMAT/GRE,2010,Completed,2014,Business,N/A,103,700,N/A,Postgraduate,3.6,Full-time,internal,"55 Charing Cross Pass, Pittsburgh, PA","55 Charing Cross Pass, Pittsburgh, PA",N/A,M.A. in Rhetoric
785,Chi,Gong ,Male,11/17/1993,2011,China,China,Chinese,Bachelor,Awards,2011,Completed,2013,Science,2320,103,N/A,334,Undergraduate,3.4,Full-time,multi-modal,"7 Bunker Hill Circle, Pittsburgh, PA","7 Bunker Hill Circle, Pittsburgh, PA",N/A,B.S. in Chemistry
786,Dawei,Sun ,Male,8/7/1991,2011,China,China,Chinese,Master,Skills,2011,Completed,2015,Engineering,2350,116,N/A,331,Undergraduate,3,Full-time,internal,"81558 Dorton Terrace, Pittsburgh, PA","81558 Dorton Terrace, Pittsburgh, PA",N/A,B.S. in Electrical and Computer Engineering
787,Lian,i ,Male,8/26/1994,2006,China,China,Chinese,Bachelor,Skills,2010,Completed,2014,Science,N/A,106,N/A,329,Postgraduate,3.8,Full-time,multi-modal,"6 Barby Park, Pittsburgh, PA","6 Barby Park, Pittsburgh, PA",N/A,M.S. in Information Networking
788,Dongliang,Fu ,Female,3/1/1990,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2012,Engineering,2140,93,N/A,326,Undergraduate,3.4,Full-time,internal,"3531 Jana Place, Pittsburgh, PA","3531 Jana Place, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
789,Xiaoying,Qi ,Male,8/20/1990,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Business,2050,111,700,N/A,Undergraduate,3.9,Full-time,internal,"0 Schurz Center, Pittsburgh, PA","0 Schurz Center, Pittsburgh, PA",N/A,B.A. in Professional Writing
790,Fuming,Chen ,Male,11/23/1985,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Dropped,N/A,Science,2290,98,N/A,326,Undergraduate,2.1,Full-time,internal,"41082 Mariners Cove Parkway, Pittsburgh, PA","41082 Mariners Cove Parkway, Pittsburgh, PA",N/A,B.S. in Computer Science
791,Chaoyi,Yan ,Female,5/31/1986,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Business,2300,94,720,N/A,Undergraduate,3.7,Full-time,internal,"96 Kropf Way, Pittsburgh, PA","96 Kropf Way, Pittsburgh, PA",N/A,B.A. in Professional Writing
792,Qirui,Huang ,Female,10/16/1989,2011,China,China,Chinese,Bachelor,GMAT/GRE,2011,Completed,2013,Science,N/A,101,N/A,327,Postgraduate,4.1,Full-time,internal,"00801 Sunnyside Point, Pittsburgh, PA","00801 Sunnyside Point, Pittsburgh, PA",N/A,M.S. in Language Technologies
793,Wei,Zhang ,Female,9/25/1987,2010,China,China,Chinese,Master,Industrial Experiences,2010,Dropped,N/A,Science,N/A,98,N/A,332,Postgraduate,2,Full-time,internal,"5877 Artisan Road, Pittsburgh, PA","5877 Artisan Road, Pittsburgh, PA",N/A,M.S. in Computer Science
794,Chunxian,Guo ,Female,2/17/1990,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Science,2060,109,N/A,335,Undergraduate,3.1,Full-time,internal,"432 Kinsman Plaza, Pittsburgh, PA","432 Kinsman Plaza, Pittsburgh, PA",N/A,B.S. in Physics
795,Junsong,Chen ,Male,1/17/1989,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Business,N/A,113,710,N/A,Postgraduate,3.6,Full-time,internal,"18 Morrow Trail, Pittsburgh, PA","18 Morrow Trail, Pittsburgh, PA",N/A,M.A. in Professional Writing
796,Pengyu,Yang ,Male,11/16/1990,2010,China,China,Chinese,Bachelor,Industrial Experiences,2010,Completed,2013,Science,N/A,94,N/A,326,Postgraduate,3.9,Full-time,internal,"84778 Granby Pass, Pittsburgh, PA","84778 Granby Pass, Pittsburgh, PA",N/A,M.S. in Human-Computer Interaction
797,Kai,Li ,Female,12/24/1993,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2013,Science,2280,114,N/A,331,Undergraduate,3.3,Full-time,internal,"7877 Mosinee Court, Pittsburgh, PA","7877 Mosinee Court, Pittsburgh, PA",N/A,B.S. in Computational Biology
798,Guoliang,Li ,Male,1/18/1988,2008,China,China,Chinese,Bachelor,Awards,2011,Completed,2015,Business,N/A,112,780,N/A,Postgraduate,3.8,Full-time,multi-modal,"8278 Swallow Junction, Pittsburgh, PA","8278 Swallow Junction, Pittsburgh, PA",N/A,M. of Statistical Practices
799,Wei,Xu ,Male,8/30/1987,2011,China,China,Chinese,Bachelor,Awards,2011,Completed,2015,Business,N/A,102,740,N/A,Postgraduate,3.6,Full-time,internal,"10606 Drewry Junction, Pittsburgh, PA","10606 Drewry Junction, Pittsburgh, PA",N/A,M.A. in Rhetoric
800,Yutao,Liu ,Female,9/30/1992,2006,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2013,Science,N/A,106,N/A,335,Postgraduate,3.7,Full-time,internal,"63684 Schmedeman Way, Pittsburgh, PA","63684 Schmedeman Way, Pittsburgh, PA",N/A,M.S. in Computer Science
801,Lili,Zhang ,Male,7/29/1988,2011,China,China,Chinese,Bachelor,Awards,2011,Completed,2013,Science,N/A,96,N/A,334,Postgraduate,3.9,Full-time,internal,"5036 Bluestem Court, Pittsburgh, PA","5036 Bluestem Court, Pittsburgh, PA",N/A,M.S. in Computer Science
802,Qian,Gu ,Male,6/23/1990,2011,China,China,Chinese,Bachelor,Awards,2011,Completed,2015,Science,2050,115,N/A,326,Undergraduate,3.8,Full-time,internal,"925 Ridge Oak Way, Pittsburgh, PA","925 Ridge Oak Way, Pittsburgh, PA",N/A,B.S. in Computer Science
803,Renliang,Yang ,Female,9/15/1988,2011,China,China,Chinese,Bachelor,Academic excellence,2011,Completed,2015,Science,2230,113,N/A,339,Undergraduate,3.6,Full-time,internal,"69657 Crescent Oaks Lane, Pittsburgh, PA","69657 Crescent Oaks Lane, Pittsburgh, PA",N/A,B.S. in Computational Biology
804,Danhua,Jiang ,Female,5/28/1994,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Engineering,2250,120,N/A,325,Undergraduate,3.2,Part-time,internal,"0625 Londonderry Drive, Pittsburgh, PA","0625 Londonderry Drive, Pittsburgh, PA",N/A,B.S. in Chemical Engineering
805,Yu,Wang ,Male,5/23/1994,2011,China,China,Chinese,Master,Skills,2011,Dropped,N/A,Engineering,2080,99,N/A,339,Undergraduate,2.6,Full-time,internal,"3600 American Park, Pittsburgh, PA","3600 American Park, Pittsburgh, PA",N/A,B.S. in Music and Technology
806,Jie,Chen ,Female,2/15/1993,2009,China,China,Chinese,Bachelor,Academic excellence,2010,Completed,2012,Engineering,2200,99,N/A,339,Undergraduate,3,Full-time,internal,"52444 Eastlawn Hill, Pittsburgh, PA","52444 Eastlawn Hill, Pittsburgh, PA",N/A,B.S. in Electrical and Computer Engineering
807,Jie,Ren ,Female,12/24/1993,2010,China,China,Chinese,Master,Others,2010,Completed,2014,Science,2310,104,N/A,334,Undergraduate,4,Full-time,multi-modal,"60153 Fordem Crossing, Pittsburgh, PA","60153 Fordem Crossing, Pittsburgh, PA",N/A,B.S. in Music and Technology
808,Han,Zhang ,Female,10/3/1989,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Engineering,2320,100,N/A,332,Undergraduate,3.1,Part-time,internal,"160 Corscot Place, Pittsburgh, PA","160 Corscot Place, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
809,Chunxiao,Cong ,Male,1/4/1989,2011,China,China,Chinese,Bachelor,GMAT/GRE,2011,Completed,2013,Business,N/A,112,720,N/A,Postgraduate,3.2,Full-time,internal,"7 Sherman Terrace, Pittsburgh, PA","7 Sherman Terrace, Pittsburgh, PA",N/A,M.S. in Public Policy and Management
810,Bingbing,Wei ,Female,5/16/1992,2011,China,China,Chinese,Master,Skills,2011,Completed,2015,Engineering,2230,110,N/A,336,Undergraduate,3.5,Full-time,internal,"5256 Stang Crossing, Pittsburgh, PA","5256 Stang Crossing, Pittsburgh, PA",N/A,B.S. in Music and Technology
811,Tiannan,Guo ,Female,4/14/1985,2011,China,China,Chinese,Bachelor,Skills,2011,Completed,2015,Business,2050,107,770,N/A,Undergraduate,3.9,Full-time,internal,"29296 Birchwood Road, Pittsburgh, PA","29296 Birchwood Road, Pittsburgh, PA",N/A,B.A. in Creative Writing
812,Kai,Liu ,Female,9/12/1988,2010,China,China,Chinese,Bachelor,Awards,2010,Completed,2014,Engineering,2230,93,N/A,330,Undergraduate,3.2,Full-time,internal,"92626 Graceland Street, Pittsburgh, PA","92626 Graceland Street, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
813,Dingyun,Zhu ,Male,4/3/1990,2011,China,China,Chinese,Bachelor,GMAT/GRE,2011,Completed,2013,Engineering,N/A,97,N/A,338,Postgraduate,3.7,Full-time,internal,"0 Pennsylvania Circle, Pittsburgh, PA","0 Pennsylvania Circle, Pittsburgh, PA",N/A,M.S. in Advanced Infrastructure Systems
814,Shan,He ,Female,6/5/1987,2011,China,China,Chinese,Bachelor,GMAT/GRE,2011,Completed,2013,Business,2060,108,750,N/A,Undergraduate,3.1,Full-time,internal,"3723 Namekagon Plaza, Pittsburgh, PA","3723 Namekagon Plaza, Pittsburgh, PA",N/A,B.A. in Economics
